tokenID,name,description,file_name,external_url,attributes[Background],attributes[Base],attributes[Cloth],attributes[Face],attributes[Hair],attributes[Mouth],attributes[Tattoo],attributes[Facemask]
2949,ZENK 2949,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2949.png,,Temple sand,Golden vessel,Shadow scout jacket,Determined eyes,Curly Fade – Brown,Neutral 3,,
2950,ZENK 2950,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2950.png,,Temple sand,Bronze vessel ,Sage Tee,Determined eyes,Curly Fade – ZENKAI Bandana,Neutral,,
2951,ZENK 2951,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2951.png,,Golden calm,Tan vessel ,Shadow scout jacket,Forest eyes,,Smirk,Web tattoo,
2952,ZENK 2952,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2952.png,,Ancient earth,Bronze vessel ,Scarlet button shirt,Sharp eyes,Zen Beanie - Gold Splatter,Neutral,,
2953,ZENK 2953,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2953.png,,Zen rift,Demon vessel,Blaze jacket,Focused Ocean eyes,Spiked Shag – Auburn,Clown 1,Web tattoo,
2954,ZENK 2954,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2954.png,,Zen rift,Bronze vessel ,Zen track jacket,Predator eyes,Gold Splatter Beanie,Tongue out,,
2955,ZENK 2955,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2955.png,,Silent mist,Azure vessel ,Void turtleneck,Determined blue eyes,Frost Snow Beanie,Smirk,Red tattoo ,
2956,ZENK 2956,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2956.png,,Ancient earth,Azure vessel ,Shadow kimono,Closed eyes 2,Messy Flow – Crimson,Smiling,,
2957,ZENK 2957,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2957.png,,Deep blue,Bronze vessel ,Emerald suit ,Neutral face 1,Aqua sweep,Smirk,Web tattoo,
2958,ZENK 2958,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2958.png,,Golden calm,Earth vessel ,Zenith bomber ,Angry red eyes,Messy Flow – Blonde,Neutral 2,,
2959,ZENK 2959,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2959.png,,Ancient earth,Tan vessel ,Crimson hoodie,Closed eyes 2,Messy Flow – Dark Brown,Neutral 3,,
2960,ZENK 2960,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2960.png,,Silent mist,Azure vessel ,Orange bomber,Predator eyes,Curly Fade – Platinum,Calm,Red tattoo ,
2961,ZENK 2961,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2961.png,,Ancient earth,Bronze vessel ,Stone tank,Red eyes,Top Knot Flow – navy blue,Calm,,
2962,ZENK 2962,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2962.png,,Zen sand,Azure vessel ,Crimson street hoodie,Determined blue eyes,Messy Flow – Blonde,Bubblegum 2,,
2963,ZENK 2963,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2963.png,,Zen rift,Inferno vessel,Classic white Tee,Sharp eyes 3,Curly Fade – ZENKAI Bandana,Neutral 3,,
2964,ZENK 2964,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2964.png,,Ancient earth,Demon vessel,Midnight Tee,Red eyes,Top Knot Flow – navy blue,Calm,,
2965,ZENK 2965,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2965.png,,Zen rift,Bronze vessel ,Azure core,Red eyes,Straw Hat,Pink bubble Gum,,
2966,ZENK 2966,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2966.png,,Silent mist,Azure vessel ,Earth Tee,Closed eyes ,Green cap,Neutral 2,,
2967,ZENK 2967,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2967.png,,Temple sand,Bronze vessel ,Firefighter v,Sharp eyes,Messy Flow – Dark Brown,Neutral 3,,
2968,ZENK 2968,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2968.png,,Silent mist,Tan vessel ,Azure suit,Sharp eyes 2,Messy Flow – Crimson,Calm,,
2969,ZENK 2969,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2969.png,,Zen rift,Azure vessel ,Crimson core ,Neutral face 1,Top Knot Flow – Golden Blonde,Calm,,
2970,ZENK 2970,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2970.png,,Silver calm,Tan vessel ,Ocean Tee,Forest eyes,Curly Fade – Brown,Wide Evil Smirk,,
2971,ZENK 2971,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2971.png,,Sakura pink,Cosmic vessel ,Forest tank,Sharp eyes 4,Spiked Shag – Golden Blonde,Neutral 3,Tattoo 1,
2972,ZENK 2972,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2972.png,,Deep blue,Demon vessel,Basic Tee ,Sharp eyes 4,Ronin Straw Hat,Neutral 3,,
2973,ZENK 2973,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2973.png,,Forest zen,Zen vessel,Stone tank,Glowing eyes,Black cap,Fangs out,Web tattoo,
2974,ZENK 2974,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2974.png,,Abyss night ,Tan vessel ,Classic white Tee,Glowing eyes,Top Knot Flow – Silver Ash,Neutral,Web tattoo,
2975,ZENK 2975,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2975.png,,Ancient earth,Azure vessel ,Duality Tee,Sharp eyes 2,Sugegasa 2,Wide Evil Smirk,,Glasses
2976,ZENK 2976,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2976.png,,Solar zen,Bronze vessel ,Sage Tee,Closed eyes ,Spiked Shag – Dark Violet,Calm,,
2977,ZENK 2977,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2977.png,,Abyss night ,Azure vessel ,Stone tank,Closed eyes ,Spiked Shag – Dusty Rose,Smiling,,
2978,ZENK 2978,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2978.png,,Forest zen,Zen vessel,Amethyst Tee,Calm eyes Ocean ,Zen Bob – Shadow Black,Wide Evil Smirk,,
2979,ZENK 2979,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2979.png,,Iron balance ,Inferno vessel,Bloodstain tank,Focused,Top Knot Flow – Neon Pink,Smirk,,Solar Potara Earrings 
2980,ZENK 2980,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2980.png,,Silent mist,Azure vessel ,Midnight Tee,Closed eyes 2,Short Fringe – White,Smiling,,
2981,ZENK 2981,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2981.png,,Abyss night ,Shadow vessel 2,Brown kimono,Closed eyes 3,Messy Flow – Blonde,Neutral,Black tattoo ,
2982,ZENK 2982,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2982.png,,Silver calm,Tan vessel ,Stone turtleneck ,Sharp eyes 4,Messy Flow – Dark Brown,Sad Mouth ,,
2983,ZENK 2983,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2983.png,,Silent mist,Earth vessel ,Midnight Tee,Sharp eyes 4,Curly Top – Chain Bandana,Neutral,,
2984,ZENK 2984,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2984.png,,Silver calm,Cosmic vessel ,Orange gi,Forest eyes,Ascended Spikes – Emerald Surge,Neutral 2,,
2985,ZENK 2985,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2985.png,,Golden calm,Zen vessel,Crimson street hoodie,Closed eyes 2,Sugegasa,Bear Mouth Mask,,
2986,ZENK 2986,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2986.png,,Iron balance ,Shadow vessel 2,Forest tank,Closed eyes 3,Ocean fade,Neutral,,
2987,ZENK 2987,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2987.png,,Zen rift,Azure vessel ,Dark blue kimono,Red eyes,Curly Fade – Platinum,Smirk,,
2988,ZENK 2988,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2988.png,,Silent mist,Tan vessel ,Royal petal kimono,Ocean calm eyes,Ocean fade,Smiling,,
2989,ZENK 2989,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2989.png,,Deep blue,Earth vessel ,Classic white Tee,Calm eyes Ocean ,Zen Beanie - Gold Splatter,Tongue out,,
2990,ZENK 2990,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2990.png,,Midnight black,Zen vessel,Amethyst Tee,Sharp eyes 4,Messy Flow – ZENKAI Headband,Neutral,Red tattoo ,
2991,ZENK 2991,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2991.png,,Zen sand,Azure vessel ,Sage Tee,Neutral face 1,Curly Fade – Ember,Smirk,,
2992,ZENK 2992,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2992.png,,Temple sand,Cosmic vessel ,Earth Tee,Closed eyes 3,Shadow cross Fringe ,Neutral 3,,
2993,ZENK 2993,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2993.png,,Iron balance ,Azure vessel ,Scout jacket,Determined eyes,Top Knot Flow – navy blue,Fangs out,,
2994,ZENK 2994,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2994.png,,Zen sand,Tan vessel ,Bloodline hoodie,Focused Ocean eyes,Ascended Spikes – Emerald Surge,Blue Bubble Gum ,,
2995,ZENK 2995,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2995.png,,Ancient earth,Tan vessel ,Zen garden kimono,Calm eyes Ocean ,Spiked Shag – Dusty Rose,Blue Bubble Gum ,,
2996,ZENK 2996,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2996.png,,Ancient earth,Earth vessel ,Scout jacket,Forest eyes,Zen Beanie - Gold Splatter,Neutral 3,Web tattoo,
2997,ZENK 2997,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2997.png,,Silver calm,Zen vessel,Zen track jacket,Neon eyes,Short Fringe – Caramel,Calm,,
2998,ZENK 2998,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2998.png,,Zen sand,Azure vessel ,Dark read cloak,Focused,Messy Flow – shadow black,Sad Mouth ,Tattoo 1,
2999,ZENK 2999,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-2999.png,,Ancient earth,Earth vessel ,Amethyst Tee,Sharp eyes 2,,Neutral,,
3000,ZENK 3000,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3000.png,,Midnight black,Tan vessel ,Amethyst Tee,Forest eyes,Spiked Shag – Ivory White,Neutral,,
3001,ZENK 3001,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3001.png,,Deep blue,Earth vessel ,Stone tank,Sharp eyes 2,Spiked Shag – Golden Blonde,Fangs out,,
3002,ZENK 3002,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3002.png,,Sakura pink,Earth vessel ,Sage Tee,Closed eyes 3,Golden Ronin Straw Hat,Red tongue,,
3003,ZENK 3003,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3003.png,,Temple sand,Earth vessel ,Akatsuki cloak,Neutral face 1,Curly Fade – ZENKAI Headband,Neutral,,
3004,ZENK 3004,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3004.png,,Abyss night ,Spirit vessel ,Jade hanfu,Neutral face 1,Gold side sweep,Blue Bubble Gum ,,
3005,ZENK 3005,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3005.png,,Midnight black,Azure vessel ,Jade hanfu,Closed eyes ,Spiked Shag – Deep Ocean,Neutral,,
3006,ZENK 3006,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3006.png,,Abyss night ,Tan vessel ,Zen suit,Glowing eyes,Curly Top – Chain Bandana,Pink bubble Gum,,
3007,ZENK 3007,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3007.png,,Zen sand,Shadow vessel 2,Shadow hoodie,Neutral face 1,Zen Bob – Shadow Black,Fangs out,,
3008,ZENK 3008,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3008.png,,Midnight black,Demon vessel,Firefighter v,Focused,Ronin Straw Hat,Bubblegum 2,,
3009,ZENK 3009,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3009.png,,Ancient earth,Inferno vessel,Jade hanfu,Calm eyes Ocean ,Spiked Shag – Teal Mist,Fangs out,,
3010,ZENK 3010,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3010.png,,Silver calm,Shadow vessel,Orange bomber,Closed eyes ,Messy Flow – Crimson,Smiling,,
3011,ZENK 3011,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3011.png,,Silver calm,Demon vessel,Red turtleneck ,Calm eyes Ocean ,Aqua sweep,Neutral 3,,
3012,ZENK 3012,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3012.png,,Midnight black,Tan vessel ,Ocean Tee,Determined eyes,,Neutral 2,,Obsidian Potara Earrings 
3013,ZENK 3013,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3013.png,,Sakura pink,Shadow vessel 2,Crimson hanfu ,Angry red eyes,Brick grey cap,Wide Evil Smirk,,
3014,ZENK 3014,"ZENKAI is a collection of 3,333 unique characters on Ethereum, inspired by the idea of evolution through adversity. Each holder represents a different stage of awakening, where strength is forged through challenge and growth. Built around a community-first approach, ZENKAI rewards early supporters and encourages organic participation through interactive systems like the Awakening Portal. As the community grows, so does the evolution.",zenk-3014.png,,Zen sand,Tan vessel ,Shadow shinobi vest,Neutral face 1,Gold side sweep,Neutral 3,,
